Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,VSTOXX,EURIBOR3M,Daily_STIR,Option_Price
2020-04-08,2851.27,0.0198265866360411,0.31473730551744855,0.452972,-0.00185,-7.3412698412698415e-06,1.420637826381153
2020-04-09,2892.79,0.01704732415561728,0.2706178814092049,0.447106,-0.00265,-1.0515873015873016e-05,1.2392580799660209
2020-04-14,2917.74,0.01595171241041449,0.25322558414147667,0.4047679999999999,-0.0029999999999999,-1.1904761904761507e-05,1.1696019896871803
2020-04-15,2808.2,0.014280435019720709,0.22669487805599256,0.449575,-0.0028,-1.1111111111111112e-05,1.0077494830782143
2020-04-16,2812.35,0.021477579957626714,0.34094601198831276,0.432623,-0.0026,-1.0317460317460317e-05,1.5179169559442016
2020-04-17,2888.3,0.018347109129807925,0.29125132820660665,0.41201,-0.00265,-1.0515873015873016e-05,1.3316805967695018
2020-04-20,2909.5,0.019572304403137047,0.3107007002109306,0.412975,-0.0025,-9.92063492063492e-06,1.4310431192018314
2020-04-21,2791.34,0.017038405155443005,0.27047629667077805,0.482215,-0.0020999999999999,-8.333333333332937e-06,1.1951837831761623
2020-04-22,2834.9,0.0239514635976827,0.38021769729290894,0.439569,-0.00165,-6.547619047619047e-06,1.7063581351578705
2020-04-23,2852.46,0.021411097995575463,0.33989064355875725,0.403534,-0.002,-7.936507936507936e-06,1.5348133278348541
2020-04-24,2809.07,0.018448425825577222,0.2928596808905927,0.401744,-0.0028,-1.1111111111111112e-05,1.3022998945866675
2020-04-27,2882.09,0.0174286268008538,0.2766708732504864,0.347193,-0.0028499999999999,-1.1309523809523413e-05,1.2622873861910193
2020-04-28,2932.06,0.01871020572669358,0.29701530799012654,0.33012,-0.0032999999999999,-1.3095238095237698e-05,1.3785965874612884
2020-04-29,2996.08,0.017678293884091596,0.28063421532732286,0.307205,-0.00355,-1.4087301587301587e-05,1.330994363970376
2020-04-30,2927.93,0.01786261029326213,0.2835601476146048,0.339105,-0.00375,-1.4880952380952381e-05,1.3142767743688637
2020-05-04,2816.48,0.018712460104289546,0.2970510951250075,0.38322,-0.0037999999999999,-1.5079365079364682e-05,1.3244016435739923
2020-05-05,2875.91,0.023920093040096742,0.3797197051297377,0.345055,-0.00355,-1.4087301587301587e-05,1.7287322279235013
2020-05-06,2843.76,0.022247444221631506,0.3531672283033075,0.3480749999999999,-0.00325,-1.2896825396825396e-05,1.5898749321736432
2020-05-07,2880.6,0.019722828907098255,0.3130902026331469,0.324312,-0.00325,-1.2896825396825396e-05,1.4277084203361028
2020-05-08,2908.11,0.017752507779283316,0.28181232439033904,0.296643,-0.0031999999999999,-1.2698412698412302e-05,1.2973459443844604
2020-05-11,2883.75,0.01579393832371347,0.25072099816102916,0.299068,-0.0031499999999999,-1.2499999999999602e-05,1.1445392644661752
2020-05-12,2884.2,0.01432242044245324,0.22736137597943373,0.2766969999999999,-0.00295,-1.1706349206349205e-05,1.0380626286835195
2020-05-13,2810.55,0.012541491693688378,0.19909000854769018,0.334196,-0.0031,-1.2301587301587301e-05,0.8857612412714388
2020-05-14,2760.23,0.016301538874741357,0.258778907101304,0.363219,-0.0031,-1.2301587301587301e-05,1.1307270653005617
2020-05-15,2770.7,0.01645218836956546,0.2611703936919566,0.3447059999999999,-0.0031,-1.2301587301587301e-05,1.1455058897608978
2020-05-18,2911.88,0.01431425651748109,0.22723177768824274,0.290582,-0.0031999999999999,-1.2698412698412302e-05,1.047421882645267
2020-05-19,2902.58,0.025212200004967572,0.4002312673077938,0.301699,-0.0031999999999999,-1.2698412698412302e-05,1.8390241529648392
2020-05-20,2942.39,0.021488232882716757,0.34111512193145466,0.291093,-0.0032999999999999,-1.3095238095237698e-05,1.588875307161743
2020-05-21,2904.98,0.01923077987279332,0.3052791663674248,0.32315,-0.0032999999999999,-1.3095238095237698e-05,1.4038686465476076
2020-05-22,2905.47,0.01758851765804504,0.2792090619207322,0.314161,-0.0032999999999999,-1.3095238095237698e-05,1.2841917933610603
2020-05-25,2971.35,0.01517375543071643,0.24087589994754868,0.291565,-0.0031499999999999,-1.2499999999999602e-05,1.1329961496992382
2020-05-26,2999.22,0.016384607956605277,0.2600975878948064,0.280385,-0.00305,-1.2103174603174605e-05,1.2348915976908756
2020-05-27,3051.08,0.014702971989146392,0.2334024445009801,0.293988,-0.0031999999999999,-1.2698412698412302e-05,1.1272984296545019
2020-05-28,3094.47,0.014781525207888684,0.2346494381898347,0.290063,-0.0033499999999999,-1.3293650793650396e-05,1.1494351638316402
2020-05-29,3050.2,0.014218285054728417,0.22570827794782672,0.311263,-0.0034999999999999,-1.3888888888888491e-05,1.089812618903352
2020-06-01,3077.92,0.01418718228950884,0.22521453685668213,0.30099,-0.00355,-1.4087301587301587e-05,1.097309710617992
2020-06-02,3159.02,0.012968410279099622,0.20586713099010803,0.30678,-0.0035999999999999,-1.4285714285713889e-05,1.0294639457788435
2020-06-03,3269.59,0.016081999953368738,0.25529383476699613,0.296082,-0.0036499999999999,-1.4484126984126587e-05,1.3213329361062733
2020-06-04,3261.67,0.020512312229121324,0.32562286183898387,0.276617,-0.0036499999999999,-1.4484126984126587e-05,1.6812806070772695
2020-06-05,3384.29,0.01761256349616268,0.2795907777670846,0.2789089999999999,-0.0036499999999999,-1.4484126984126587e-05,1.4978617482890968
2020-06-08,3366.29,0.022175603370252147,0.35202679014295785,0.281197,-0.00375,-1.4880952380952381e-05,1.8759175043971936
2020-06-09,3320.71,0.019113427499649376,0.30341625519681203,0.297453,-0.0036499999999999,-1.4484126984126587e-05,1.5949729478302288
2020-06-10,3293.71,0.01763210736140207,0.27990102700956687,0.300524,-0.0035999999999999,-1.4285714285713889e-05,1.4593907337973633
2020-06-11,3144.57,0.015723952836739954,0.24961001299753516,0.360215,-0.0036499999999999,-1.4484126984126587e-05,1.2425137530690336
2020-06-12,3153.74,0.02511381441309121,0.3986694444556133,0.414116,-0.0037,-1.4682539682539683e-05,1.9903446392031583
2020-06-15,3136.4,0.021354630772494578,0.3389942541817667,0.384135,-0.00355,-1.4087301587301587e-05,1.6831028958642946
2020-06-16,3242.65,0.018459551612013642,0.29303629727489744,0.360977,-0.0040999999999999,-1.6269841269840872e-05,1.5041833824484456
2020-06-17,3267.26,0.021537243255154867,0.34189313747425804,0.353603,-0.0042499999999999,-1.6865079365078967e-05,1.7683032112911405
2020-06-18,3249.9,0.018641650488037644,0.2959270273148008,0.350461,-0.00435,-1.726190476190476e-05,1.5224126838888878
2020-06-19,3269.1,0.016258460242603957,0.25809505501656566,0.322142,-0.0044499999999999,-1.7658730158729762e-05,1.3356115584870167
2020-06-22,3241.69,0.014278588619686214,0.22666556736412047,0.33781,-0.0045,-1.7857142857142855e-05,1.1631177313443004
2020-06-23,3298.83,0.013162906672124912,0.208954665511172,0.313419,-0.0043999999999999,-1.7460317460317063e-05,1.0911288833710842
2020-06-24,3196.12,0.013806970655648529,0.21917886428407454,0.368071,-0.0043999999999999,-1.7460317460317063e-05,1.10888858735143
2020-06-25,3218.91,0.018898411390814995,0.3000029802857206,0.346839,-0.0043999999999999,-1.7460317460317063e-05,1.5286647045886639
2020-06-26,3204.17,0.016481047657677033,0.26162852068810205,0.3517349999999999,-0.0045499999999999,-1.805555555555516e-05,1.3270051005874848
2020-06-29,3232.02,0.014474929658381399,0.22978238472738188,0.3449219999999999,-0.0045999999999999,-1.8253968253967858e-05,1.1755931772486292
2020-06-30,3234.07,0.013140981185325322,0.20860660919849755,0.317179,-0.0045499999999999,-1.805555555555516e-05,1.067922890211321
2020-07-01,3228.45,0.011597539463926195,0.18410523145083638,0.301305,-0.0045499999999999,-1.805555555555516e-05,0.9408412334460081
2020-07-02,3320.09,0.010442245661371644,0.16576551089419536,0.275942,-0.0045999999999999,-1.8253968253967858e-05,0.871151373707562
2020-07-03,3294.38,0.015427854418535003,0.24490959632851575,0.282699,-0.0045999999999999,-1.8253968253967858e-05,1.2771692365215586
2020-07-06,3350.03,0.013959463697992789,0.22159961628433789,0.276015,-0.0045499999999999,-1.805555555555516e-05,1.1751217831199483
2020-07-07,3321.56,0.014178878182074887,0.22508271323789852,0.279345,-0.0045499999999999,-1.805555555555516e-05,1.1834505231040566
2020-07-08,3286.09,0.013103475729128648,0.20801122853907097,0.295725,-0.0045,-1.7857142857142855e-05,1.0820044148783836
2020-07-09,3261.17,0.012662346927297225,0.20100852590430796,0.304505,-0.0045,-1.7857142857142855e-05,1.037645698597089
2020-07-10,3296.22,0.01182964929879784,0.18778986085037222,0.284276,-0.0045,-1.7857142857142855e-05,0.9798195505250078
2020-07-13,3350.0,0.011455099066745727,0.18184406024530367,0.271352,-0.0043999999999999,-1.7460317460317063e-05,0.9642756344217105
2020-07-14,3321.39,0.012366385885662499,0.19631029002073325,0.289278,-0.0043999999999999,-1.7460317460317063e-05,1.0321054100277252
2020-07-15,3378.21,0.011754982268702046,0.18660455849375673,0.2757239999999999,-0.0043999999999999,-1.7460317460317063e-05,0.9978551220985992
2020-07-16,3365.35,0.012756114967073991,0.20249704738935997,0.268067,-0.0045,-1.7857142857142855e-05,1.0787242982826228
2020-07-17,3365.6,0.011477945465619286,0.1822067355839406,0.255762,-0.0044499999999999,-1.7658730158729762e-05,0.9706970370045838
2020-07-20,3388.34,0.010292658242973924,0.16339088424412815,0.242112,-0.0044499999999999,-1.7658730158729762e-05,0.8763256227750844
2020-07-21,3405.35,0.009739877033084805,0.15461575457935212,0.234879,-0.0045,-1.7857142857142855e-05,0.8334166398915386
2020-07-22,3370.76,0.009143229119246025,0.1451442625776547,0.2421229999999999,-0.0045,-1.7857142857142855e-05,0.7744087851112909
2020-07-23,3371.74,0.009812885338960034,0.15577472550528007,0.233144,-0.0045,-1.7857142857142855e-05,0.8313773880413464
2020-07-24,3310.89,0.009003983015426716,0.14293379920721125,0.255773,-0.0044499999999999,-1.7658730158729762e-05,0.749069261314844
2020-07-27,3302.84,0.011937725173303222,0.18950551217037462,0.25238,-0.0045,-1.7857142857142855e-05,0.9907580766018782
2020-07-28,3303.56,0.010744396824279932,0.17056201190662112,0.243987,-0.0045499999999999,-1.805555555555516e-05,0.8919005262125665
2020-07-29,3300.16,0.009720676407459635,0.1543109540968258,0.242316,-0.0045499999999999,-1.805555555555516e-05,0.8060789805524564
2020-07-30,3208.2,0.008967616818946407,0.142356503735114,0.28024,-0.0045999999999999,-1.8253968253967858e-05,0.7229004343269025
2020-07-31,3174.32,0.015446336562661549,0.2452029912708403,0.266625,-0.0045999999999999,-1.8253968253967858e-05,1.232098621508385
2020-08-03,3248.28,0.014373898289140576,0.22817856146161652,0.257571,-0.0045999999999999,-1.8253968253967858e-05,1.1732600344437287
2020-08-04,3254.29,0.016039795072266338,0.2546238530499361,0.25087,-0.0046999999999999,-1.8650793650793254e-05,1.3116712204100622
2020-08-05,3268.38,0.013926221193183264,0.22107190788024064,0.239421,-0.0045999999999999,-1.8253968253967858e-05,1.1437488909191416
2020-08-06,3240.39,0.012324084908023331,0.19563878281844438,0.249371,-0.00465,-1.845238095238095e-05,1.0034839392774302
2020-08-07,3252.65,0.011727643723938556,0.1861705725498531,0.241977,-0.00465,-1.845238095238095e-05,0.9585261127222111
2020-08-10,3259.71,0.010568375648066782,0.16776776236017468,0.241127,-0.0046999999999999,-1.8650793650793254e-05,0.8656383680338422
2020-08-11,3332.12,0.009601434933780502,0.15241805438490674,0.233863,-0.0046999999999999,-1.8650793650793254e-05,0.8038961981428656
2020-08-12,3363.18,0.012959770373911642,0.20572997674723661,0.224674,-0.0047499999999999,-1.8849206349205953e-05,1.0952350830268642
2020-08-13,3342.85,0.012067765658345215,0.19156984087312257,0.22691,-0.0047499999999999,-1.8849206349205953e-05,1.0136779538738665
2020-08-14,3305.05,0.011177080459614326,0.17743065167939415,0.238671,-0.0047499999999999,-1.8849206349205953e-05,0.928235958909454
2020-08-17,3305.85,0.011428205721073646,0.18141714161787872,0.227835,-0.0047499999999999,-1.8849206349205953e-05,0.9493239575722328
2020-08-18,3289.64,0.010251806280763453,0.16274237944866066,0.2326899999999999,-0.0047499999999999,-1.8849206349205953e-05,0.8474137848440932
2020-08-19,3317.62,0.009678677963922369,0.15364424947451744,0.219882,-0.0048,-1.9047619047619046e-05,0.8068355113498455
