Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,NIFVIX,IN003M,Daily_STIR,Option_Price
2020-05-21,7470.6,0.018411987168232995,0.2922812351379412,0.32985,0.0517,0.00020515873015873018,3.459774089223174
2020-05-22,7416.0,0.017388258842165407,0.27603005177273754,0.323775,0.0504,0.0002,3.24361826043787
2020-05-26,7424.5,0.016599973275157567,0.2635164063383118,0.3147,0.0496,0.00019682539682539682,3.10020698819244
2020-05-27,7595.55,0.01563543229754006,0.24820479300166956,0.312725,0.0492,0.00019523809523809525,2.987492378150364
2020-05-28,7732.25,0.016219631169242937,0.2574786625860516,0.300175,0.049,0.00019444444444444446,3.154768192604024
2020-05-29,7822.4,0.01614649775358889,0.2563177056039556,0.3022,0.0489,0.00019404761904761905,3.177166448841035
2020-06-01,8020.1,0.015553582366479538,0.24690546562718602,0.307425,0.0489,0.00019404761904761905,3.1379609336286194
2020-06-02,8137.45,0.016451884311027863,0.26116556691230963,0.30115,0.0488,0.00019365079365079368,3.367573766618534
2020-06-03,8203.0,0.01604850981631987,0.25476219532296746,0.300425,0.0486,0.00019285714285714284,3.3115324023419817
2020-06-04,8185.9,0.015267336495439196,0.24236145329563516,0.2969,0.0486,0.00019285714285714284,3.1439264307505255
2020-06-05,8299.35,0.01443131715858639,0.2290900577563132,0.2868,0.0483,0.00019166666666666667,3.013109891037857
2020-06-08,8323.95,0.014166484688653126,0.22488597262908275,0.296475,0.0481,0.00019087301587301586,2.966627854593753
2020-06-09,8238.1,0.013373163466175385,0.21229238864228767,0.30205,0.048,0.00019047619047619048,2.7717822103477374
2020-06-10,8293.35,0.013154731216098742,0.20882488417017328,0.294375,0.0479,0.00019007936507936508,2.7448393817148826
2020-06-11,8137.0,0.012534486375833206,0.19897880257429174,0.2966,0.0478,0.0001896825396825397,2.566251665013624
2020-06-12,8196.4,0.01348021620544571,0.21399179819395278,0.308225,0.0477,0.0001892857142857143,2.779783610530103
2020-06-15,8086.45,0.012861078505124923,0.20416329189983334,0.325775,0.0476,0.0001888888888888889,2.6166666228182294
2020-06-16,8152.3,0.013021303380120728,0.2067067829383452,0.32965,0.0476,0.0001888888888888889,2.6708009150634098
2020-06-17,8140.45,0.012480732540710446,0.198125486895787,0.33355,0.0475,0.0001884920634920635,2.5563236673306164
2020-06-18,8283.65,0.011824807936091886,0.1877130066000125,0.31455,0.0475,0.0001884920634920635,2.464744469177276
2020-06-19,8403.4,0.012286082341706493,0.19503551078050482,0.29965,0.0474,0.0001880952380952381,2.5977831988548132
2020-06-22,8486.45,0.012318680749936748,0.19555299446838773,0.3046,0.0473,0.0001876984126984127,2.6304025109129725
2020-06-23,8621.1,0.011947138604233893,0.18965494575373323,0.2934,0.0468,0.00018571428571428572,2.5916066696909184
2020-06-24,8496.25,0.01217914517066206,0.19333793581755074,0.295775,0.0469,0.0001861111111111111,2.6036197738958435
2020-06-25,8499.9,0.012564161119101377,0.19944987451973534,0.297275,0.0468,0.00018571428571428572,2.686975165000149
2020-06-26,8559.0,0.011873011192074245,0.18847820956628994,0.28735,0.047,0.0001865079365079365,2.557007631901797
